latitude,longitude
35.1606243481329,129.15710744041863
35.14101441099936,129.06039602038658
35.09940555377692,129.03391963166192
35.16947990843827,129.06096789329771
35.146016750129526,129.05114224765987
35.169536442167576,129.16814092508392
35.16195727955831,129.07118947838543
35.15463680381258,129.17839154517765
35.101772257401095,129.0175917077984
35.08654388791417,129.02710687030202
35.1568718225754,129.16335927029957
35.16138971266581,129.05099436739047
35.166798517683226,129.15007338116817
35.10374104915371,129.03928767755866
35.155990596099,129.0592411765948
35.09672410578621,129.04080157368028
35.15045343528769,129.15731555286865
35.15667010251113,129.17075767057418
35.11026954082124,129.04324019516636
35.0888312280971,129.04458030956684
35.16558194145679,129.17772767086558
35.09004784427444,129.0172915243056
35.146687939155214,129.0694567926816
35.16921612999262,129.15877814737473
35.10646635483101,129.03235148923332
35.17668274582691,129.16418410204383
35.17076179245285,129.06891608324335
35.17124711564967,129.05281967440317
35.153995338310914,129.04435864870715
35.091417691552905,129.03551153588378
35.15670461987901,129.14919224069644
35.15428411718896,129.05309426800665
35.09470555069066,129.02984021538126
35.101893583973094,129.0266995579089
35.114409233630866,129.0334653144564
35.16265032588743,129.0572507725845
35.14828109167821,129.167142316968
35.149252711961836,129.06017425086358
35.16148870726164,129.0637820008952
35.16278703282536,129.16960805520284
35.15466014434342,129.0757136477114
35.16552241276216,129.04397532162335
35.17584649987363,129.1745339537688
35.08287257235497,129.03563897972734
35.164378597493716,129.16322648290446
35.099880157643646,129.048818313959
35.095108875313485,129.02363920534262
35.110360306375235,129.0235999914445
35.176949829976195,129.15448213004495
35.15460105941345,129.06604663251153
35.869730395031624,128.6053376169885
35.87855547206065,128.60626414451534
35.87054632925499,128.58963202016395
35.85930366862731,128.59764126122718
35.86783201957672,128.61427465432928
35.85529812765275,128.60662461904442
35.881247671834146,128.59180786668267
35.87907659490986,128.6125441599272
35.85428682719493,128.58770341636938
35.88371205157803,128.60841654221243
35.874782926718844,128.59780731862676
35.86029290879782,128.61824482278686
35.85975103928381,128.6031643598978
35.864760257990675,128.60442502184122
35.882122990857134,128.60235083330747
35.86518387237222,128.58964512800443
35.86339322939045,128.60034596909514
35.86804670818325,128.62110553003347
35.87319481926108,128.6147169695492
35.8803836728265,128.58387064180104
35.87945134458405,128.5975434871492
35.87383379377096,128.60529818758127
35.872310524497976,128.60148633745408
35.86373911982415,128.6120327148754
35.888088456043675,128.5918969101295
35.8765822002843,128.62043321321943
35.88445806255872,128.6164910009887
35.84867929123581,128.6030094037235
35.85276057449269,128.59459799703035
35.87527468366449,128.60972879431836
35.861881827744874,128.58433093321608
35.863461451739404,128.59528166773606
35.87040517079682,128.59805766849985
35.875988791654805,128.5932274991824
35.851420434589436,128.61334239365922
35.87180392140456,128.59420726293305
35.870043223675246,128.58199525005298
35.86177318564531,128.60754421828133
35.86802978177506,128.60176941882074
35.8667713468171,128.6084499601459
35.86656102899553,128.59805973332928
35.85849536415278,128.6115761474474
35.85958262651551,128.59191266520847
35.885833824334824,128.5981305348466
35.89030542180363,128.6051893511297
35.87685965357062,128.60179066453082
35.85526163837258,128.60030574748416
35.86762869025863,128.5940133706683
35.87532326384158,128.58775475730482
35.87090639273117,128.6097634591341
36.35213925429675,127.38478194669823
36.34878434492117,127.3740929454143
36.361643975497266,127.37879710180103
36.34251780372785,127.3913615402917
36.36083778318813,127.39881790081394
36.35668697914072,127.36890912288122
36.339222555073775,127.3710076214551
36.339107238745214,127.38563684979835
36.35509817601081,127.38797761658847
36.36313275623794,127.39215699858737
36.35516198763221,127.37739488965136
36.347986956664535,127.3793779847323
36.36330296588583,127.38680104120816
36.37125929177232,127.37020523291238
36.358727858321686,127.37448009106365
36.373017492165836,127.38433466897922
36.34438926582963,127.39959271945868
36.348292759327315,127.38388976467054
36.33924009156423,127.3793833990012
36.350757737718894,127.38856178754962
36.35908636650469,127.38816800736834
36.33401803301684,127.37587830455118
36.350645408977066,127.3689037810642
36.36238260447731,127.37007765842394
36.35382604885735,127.37323305246156
